;Регион;Город;Вуз;Номер;Сайт;Почта;Студенты;Средний балл;Общая информация
195;Санкт-Петербург;Санкт-Петербург;Высшая школа народных искусств;+78127104254;http://www.vshni.ru;vshni@mail.ru;212;81;Федеральное государственное бюджетное образовательное учреждение высшего образования  «Высшая школа народных искусств (академия)»
196;Санкт-Петербург;Санкт-Петербург;Северо-Западный государственный медицинский университет им. И.И. Мечникова;+78123035000;http://szgmu.ru;rectorat@szgmu.ru;4842;89.28;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северо-Западный государственный медицинский университет имени И.И. Мечникова» Министерства здравоохранения Российской Федерации
197;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский государственный университет промышленных технологий и дизайна;+78123157525;http://sutd.ru;rector@sutd.ru;11668;77.76;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет промышленных технологий и дизайна»
198;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина);+78123464487;http://etu.ru;info@etu.ru;8996;78.16;Федеральное государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина)»
199;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский институт внешнеэкономических связей, экономики и права;+78122732049;http://ivesep.spb.ru;ivesep@ivesep.spb.ru;449;;Образовательное учреждение высшего образования «Санкт-Петербургский институт внешнеэкономических связей, экономики и права»
200;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский государственный институт психологии и социальной работы;+78123230784;http://www.psysocwork.ru;info@gipsr.ru;1409;77;Санкт-Петербургское государственное автономное образовательное учреждение высшего образования «Санкт-Петербургский государственный институт психологии и социальной работы»
201;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский университет МВД РФ;+78127447027;http://univer.mvd.ru;mail@univermvd.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Санкт-Петербургский университет Министерства внутренних дел Российской Федерации»
202;Санкт-Петербург;Санкт-Петербург;Университет прокуратуры РФ — филиал в г. Санкт-Петербург;+78122725140;http://www.procuror.spb.ru;spb-agprf@mail.ru;;;Санкт-Петербургский юридический институт (филиал) федерального государственного казенного образовательного учреждения высшего образования «Университет прокуратуры Российской Федерации»
203;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский университет ГПС МЧС РФ;+78123696973;http://www.igps.ru;chizhikov@igps.ru;6862;55.1;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский университет Государственной противопожарной службы Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»
204;Санкт-Петербург;Санкт-Петербург;Военно-космическая академия им. А.Ф. Можайского;+78123479770;http://vka.mil.ru;vka@mil.ru;;;Федеральное государственное бюджетное военное образовательное учреждение высшего образования «Военно-космическая академия имени А.Ф.Можайского» Министерства обороны Российской Федерации
205;Санкт-Петербург;Санкт-Петербург;Военно-медицинская академия им. С.М. Кирова;+78122923255;http://www.vmeda.org;post@www.vmeda.spb.ru;;;Федеральное государственное бюджетное военное  образовательное учреждение высшего образования «Военно-медицинская академия имени С.М.Кирова» Министерства обороны Российской Федерации
206;Санкт-Петербург;Санкт-Петербург;Военная академия материально-технического обеспечения им. А.В. Хрулева;+78123289333;http://vamto.net;vatt@mil.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации
207;Санкт-Петербург;Санкт-Петербург;Военный учебно-научный центр ВМФ ВМА им. Н.Г. Кузнецова;+78124319478;http://вмпи.рф;vunc-vmf-vmii@mil.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Военный учебно-научный центр Военно-Морского Флота «Военно-морская академия имени Адмирала Флота Советского Союза Н.Г.Кузнецова»
208;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский военный институт войск национальной гвардии РФ;+78126802430;http://www.spvi.ru;info@spvi.ru;;;Федеральное государственное казенное военное образовательное учреждение высшего образования «Санкт-Петербургский военный ордена Жукова институт войск национальной гвардии Российской Федерации»
209;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский институт искусств и реставрации;+78005008942;http://spbiir.ru;edu@spbiir.ru;226;;Частное образовательное учреждение высшего образования «Санкт-Петербургский институт искусств и реставрации»
210;Санкт-Петербург;Санкт-Петербург;Институт ФСБ РФ;+78126222481;http://ispb.fsb.ru;institute@spbfsb.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Институт Федеральной службы безопасности Российской Федерации (г. Санкт-Петербург)»
211;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский медико-социальный институт;+78124483963;http://www.medinstitut.org;info@medinstitut.org;885;;Частное образовательное учреждение высшего образования «Санкт-Петербургский медико-социальный институт»
212;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургская академия Следственного комитета;+78123312241;http://www.skspba.ru;mail@skspba.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования  «Санкт-Петербургская академия Следственного комитета Российской Федерации»
213;Санкт-Петербург;Санкт-Петербург;Балтийский гуманитарный институт;+78007700380;http://bhi.spb.ru;info@bhi.spb.ru;223;;Частное образовательное учреждение высшего образования «Балтийский Гуманитарный Институт»
214;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский государственный академический институт живописи, скульптуры и архитектуры им. И.Е. Репина;+78123236189;http://www.artsacademy.ru;academyart@yandex.ru;1590;76.26;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный академический институт живописи, скульптуры и архитектуры имени И.Е. Репина при Российской академии художеств»
215;Санкт-Петербург;Санкт-Петербург;Северо-Западный открытый технический университет;+78005052318;http://nwotu.ru;info@nwotu.ru;504;;Автономная некоммерческая организация высшего образования «Северо-Западный открытый технический университет»
216;Санкт-Петербург;Санкт-Петербург;Высшая школа экономики — филиал в г. Санкт-Петербург;+78126445911;http://spb.hse.ru;office-spb@hse.ru;5640;91.02;Санкт-Петербургский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский университет «Высшая школа экономики»
217;Санкт-Петербург;Санкт-Петербург;Восточно-Европейский институт психоанализа;+78003333776;http://eeip.ru;info@eeip.ru;444;;Частное  образовательное учреждение высшего образования «Восточно-Европейский Институт психоанализа»
218;Санкт-Петербург;Санкт-Петербург;Невский институт языка и культуры;+78123209921;http://www.niyak.spb.ru;rectorat@niyak.spb.ru;90;;Частное образовательное учреждение высшего образования «Невский институт языка и культуры»
219;Санкт-Петербург;Санкт-Петербург;Международный банковский институт;+78001000644;http://www.ibispb.ru;ibispb@ibispb.ru;1335;;Автономная некоммерческая организация высшего образования «Международный банковский институт»
220;Санкт-Петербург;Санкт-Петербург;Национальный исследовательский университет ИТМО;+78122329704;http://www.ifmo.ru;od@itmo.ru;12127;90.58;Федеральное государственное автономное образовательное учреждение высшего образования «Национальный исследовательский университет ИТМО»
221;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский институт гостеприимства;+78123319960;http://spig.spb.ru;spig@spig.spb.ru;180;;Частное образовательное учреждение высшего образования «Санкт-Петербургский институт гостеприимства»
222;Санкт-Петербург;Санкт-Петербург;Институт иностранных языков;+78123209773;http://www.ifl.ru;ifl@ifl.ru;132;;Частное образовательное учреждение высшего образования Институт иностранных языков
223;Санкт-Петербург;Санкт-Петербург;Петербургский институт иудаики;+78127171520;http://pijs.ru;info@pijs.ru;25;;Автономная некоммерческая частная организация высшего профессионального образования «Петербургский институт иудаики»
224;Санкт-Петербург;Санкт-Петербург;Балтийский институт экологии, политики и права;+78123277107;http://buepl.ru;rector@buepl.ru;297;;Частное образовательное учреждение высшего образования «Балтийский институт экологии, политики и права»
225;Санкт-Петербург;Санкт-Петербург;Балтийская академия туризма и предпринимательства;+78122354109;http://www.batp.ru;mail@batp.ru;454;;Частное образовательное учреждение высшего образования «Балтийская академия туризма и предпринимательства»
226;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургская юридическая академия;+78123800047;http://jurac.ru;academy@jurac.ru;1025;;Автономная некоммерческая организация высшего образования «Санкт-Петербургская юридическая академия»
227;Санкт-Петербург;Санкт-Петербург;Санкт-Петербургский государственный университет;+78123282000;http://spbu.ru;spbu@spbu.ru;19277;92.3;Федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный университет»
228;Санкт-Петербург;Санкт-Петербург;Смольный институт Российской академии образования;+78125406984;http://www.smun.spb.ru;smun@smun.spb.ru;2791;;Автономная некоммерческая организация высшего образования «Смольный институт Российской академии образования»
229;Санкт-Петербург;Санкт-Петербург;Национальный открытый институт;+78124306040;http://www.noironline.ru;info@noironline.ru;780;;Автономная некоммерческая организация высшего образования «Национальный открытый институт г.Санкт-Петербург»
230;Санкт-Петербург;Санкт-Петербург;Юридический институт;+78123254625;http://lawinst-spb.ru;lawinst-spb@mail.ru;264;;Частное образовательное учреждение высшего образования «Юридический институт»
231;Адыгея Республика;Майкоп;Адыгейский государственный университет;+78772570273;http://www.adygnet.ru;adsu@adygnet.ru;6227;64.12;Федеральное государственное бюджетное образовательное учреждение высшего образования «Адыгейский государственный университет»
232;Адыгея Республика;Майкоп;Майкопский государственный технологический университет;+78772570011;http://mkgtu.ru;info@mkgtu.ru;6383;60.23;Федеральное государственное бюджетное образовательное учреждение высшего образования «Майкопский государственный технологический университет»
233;Адыгея Республика;Яблоновский;Майкопский государственный технологический университет — филиал в г. Яблоновский;+78777197412;http://mkgtu.ru/menu/filialll;mgtu2@mail.ru;798;;Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Майкопский государственный технологический университет» в поселке Яблоновском
234;Алтай Республика;Горно-Алтайск;Горно-Алтайский государственный университет;+73882226439;http://www.gasu.ru;office@gasu.ru;2770;57.4;Федеральное государственное бюджетное образовательное учреждение высшего образования «Горно-Алтайский государственный университет»
235;Алтайский край;Барнаул;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Барнаул;+73852504180;http://www.alt.ranepa.ru;info@alt.ranepa.ru;2832;79.69;Алтайский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
236;Алтайский край;Барнаул;Алтайский государственный медицинский университет;+73852566800;http://asmu.ru;rector@agmu.ru;5214;80.2;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный медицинский университет» Министерства здравоохранения Российской Федерации
237;Алтайский край;Барнаул;Алтайский государственный институт культуры;+73852547368;http://www.altgaki.org;info@agaki.ru;1617;70.27;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный институт культуры»
238;Алтайский край;Барнаул;Алтайский государственный университет;+73852291291;http://www.asu.ru;rector@asu.ru;11748;72.84;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный университет»
239;Алтайский край;Барнаул;Алтайский государственный педагогический университет;+73852368271;http://www.altspu.ru;rector@altspu.ru;6854;67.09;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный педагогический университет»
240;Алтайский край;Барнаул;Алтайский государственный аграрный университет;+73852628046;http://www.asau.ru;agau@asau.ru;5873;52.74;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный аграрный университет»
241;Алтайский край;Барнаул;Алтайский государственный технический университет им. И.И. Ползунова;+73852290710;http://www.altstu.ru;altgtu@list.ru;9023;63.47;Федеральное государственное бюджетное образовательное учреждение высшего образования «Алтайский государственный технический университет им. И.И. Ползунова»
242;Алтайский край;Барнаул;Финансовый университет при Правительстве РФ — филиал в г. Барнаул;;http://barnaul.fa.ru;barnaul@fa.ru;829;75.85;Алтайский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»
243;Алтайский край;Барнаул;Санкт-Петербургский университет технологий управления и экономики — филиал в г. Барнаул;+73852361020;http://altame.ru;alt-ime@mail.ru;842;;Алтайский институт экономики - филиал частного образовательного учреждения высшего образования «Санкт-Петербургский университет технологий управления и экономики»
244;Алтайский край;Барнаул;Барнаульский юридический институт МВД РФ;+73812242211;http://бюи.мвд.рф;bui@mvd.ru;;;Федеральное государственное казенное образовательное учреждение высшего образования «Барнаульский юридический институт Министерства внутренних дел Российской Федерации»
245;Алтайский край;Бийск;Алтайский государственный гуманитарно-педагогический университет им. В.М. Шукшина;+73854416456;http://www.bigpi.biysk.ru;rektor@bigpi.biysk.ru;2374;64.24;Федеральное государственное бюджетное  образовательное учреждение высшего образования «Алтайский государственный гуманитарно-педагогический университет  имени В.М. Шукшина»
246;Алтайский край;Бийск;Алтайский государственный технический университет им. И.И. Ползунова — филиал в г. Бийск;+73854432285;http://www.bti.secna.ru;info@bti.secna.ru;1298;54.15;Бийский технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Алтайский государственный технический университет им. И.И. Ползунова»
247;Алтайский край;Рубцовск;Алтайский государственный технический университет им. И.И. Ползунова — филиал в г. Рубцовск;+73855759826;http://www.rubinst.ru;rii@rubinst.ru;928;53.34;Рубцовский индустриальный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Алтайский государственный технический университет им. И.И. Ползунова»
248;Алтайский край;Рубцовск;Алтайский государственный университет — филиал в г. Рубцовск;+73855742004;http://www.rb.asu.ru;gdanova@rb.asu.ru;643;74.48;Рубцовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего    образования «Алтайский государственный университет»
249;Амурская область;Благовещенск;Амурская государственная медицинская академия;+74162319009;http://www.amursma.ru;AmurSMA@AmurSMA.su;1755;65.64;Федеральное государственное бюджетное образовательное учреждение высшего образования «Амурская государственная медицинская академия» Министерства здравоохранения Российской Федерации
250;Амурская область;Благовещенск;Благовещенский государственный педагогический университет;+74162524164;http://bgpu.ru;rektorat@bgpu.ru;3269;61.25;Федеральное государственное бюджетное образовательное учреждение высшего образования «Благовещенский государственный педагогический университет»
251;Амурская область;Благовещенск;Амурский государственный университет;+74162394500;http://www.amursu.ru;master@amursu.ru;4879;60.89;Федеральное государственное бюджетное образовательное учреждение высшего образования «Амурский государственный университет»
252;Амурская область;Благовещенск;Дальневосточный государственный аграрный университет;+74162526332;http://www.dalgau.ru;info@dalgau.ru;4680;50.1;Федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный аграрный университет»
253;Амурская область;Свободный;Дальневосточный государственный университет путей сообщения — филиал в г. Свободный;+74164355655;http://www.amijt.ru;dvgups_svob@mail.ru;352;52.47;Амурский институт железнодорожного транспорта – филиал федерального государственного бюджетного образовательного учреждения высшего образования «Дальневосточный государственный университет путей сообщения» в г. Свободном
254;Архангельская область;Архангельск;Северный (Арктический) федеральный университет им. М.В. Ломоносова;+78182216107;http://www.narfu.ru;public@narfu.ru;10405;65.68;Федеральное государственное автономное образовательное учреждение высшего образования «Северный (Арктический) федеральный университет имени М.В. Ломоносова»
255;Архангельская область;Архангельск;Северный государственный медицинский университет;+78182285791;http://www.nsmu.ru;info@nsmu.ru;3876;77.8;Федеральное государственное бюджетное образовательное учреждение высшего образования «Северный государственный медицинский университет» Министерства здравоохранения Российской Федерации
256;Архангельская область;Архангельск;Институт управления;+78182237403;http://www.miuarh.ru;obot@miuarh.ru;470;;Частное образовательное учреждение высшего образования «Институт управления»
257;Архангельская область;Архангельск;Северный институт предпринимательства;+78182242920;http://www.nousip.ru;sip-29@ya.ru;504;;Негосударственное частное образовательное учреждение высшего образования «Северный институт предпринимательства»
258;Архангельская область;Северодвинск;Северный (Арктический) федеральный университет им. М.В. Ломоносова — филиал в г. Северодвинск;+78184539570;http://narfu.ru/sf/;N.Nikulina@narfu.ru;2794;64.57;Филиал федерального государственного автономного образовательного учреждения высшего образования «Северный (Арктический) федеральный университет имени М.В. Ломоносова» в г. Северодвинске Архангельской области
259;Астраханская область;Астрахань;Институт мировой экономики и финансов;+78512211444;http://imef.ru;info@imef.ru;1278;;Образовательная автономная некоммерческая организация высшего образования «Институт мировой экономики и финансов»
260;Астраханская область;Астрахань;Астраханский государственный университет;+78519494156;http://asu.edu.ru;aspu@aspu.ru;11122;65.51;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный университет»
261;Астраханская область;Астрахань;Астраханский государственный технический университет;+78512614137;http://www.astu.org;post@astu.org;7442;58.56;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный технический университет»
262;Астраханская область;Астрахань;Астраханская государственная консерватория;+78512519311;http://astracons.ru;astracons@mail.ru;305;72.78;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханская государственная консерватория»
263;Астраханская область;Астрахань;Саратовская государственная юридическая академия — филиал в г. Астрахань;+78512522756;http://af.sgap.ru;afsgap@yandex.ru;1049;75.8;Астраханский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Саратовская государственная юридическая академия»
264;Астраханская область;Астрахань;Астраханский государственный архитектурно-строительный университет;+78512494215;http://агасу.рф;buildinst@mail.ru;1299;60;Государственное автономное образовательное учреждение Астраханской области высшего образования «Астраханский государственный архитектурно-строительный университет»
265;Астраханская область;Астрахань;Волжский государственный университет водного транспорта — филиал в г. Астрахань;+78512211041;http://www.afvgavt.ru;info@afvgavt.ru;1526;54.03;Каспийский институт морского и речного транспорта филиал Федерального государственного бюджетного образовательного учреждения высшего образования «Волжский государственный университет водного транспорта»
266;Астраханская область;Астрахань;Астраханский государственный медицинский университет;+78512524143;http://astgmu.ru;agma@astranet.ru;4576;75.67;Федеральное государственное бюджетное образовательное учреждение высшего образования «Астраханский государственный медицинский университет» Министерства здравоохранения Российской Федерации
267;Астраханская область;Астрахань;Российская академия народного хозяйства и государственной службы при Президенте РФ — филиал в г. Астрахань;+78512334688;http://astr.ranepa.ru;aup@afvags.ru;363;;Астраханский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»
268;Астраханская область;Ахтубинск;Московский авиационный институт — филиал в г. Ахтубинск;+78514141674;http://mai.ru/education/vzlet/;vzlet-mai@mail.ru;266;60.95;Филиал «Взлет» федерального  государственного бюджетного образовательного  учреждения  высшего образования «Московский авиационный институт (национальный исследовательский  университет)»  в г. Ахтубинске
269;Астраханская область;Знаменск;Астраханский государственный университет — филиал в г. Знаменск;+78514024688;http://znamensk.asu.edu.ru;znamensk@asu.edu.ru;308;54.71;Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Астраханский государственный университет» в г. Знаменске Астраханской области
270;Башкортостан Республика;Уфа;Башкирская академия государственной службы и управления;+73742721077;http://www.bagsurb.ru;bagsu@bagsurb.ru;1103;;Государственное бюджетное образовательное учреждение высшего образования «Башкирская академия государственной службы и управления при Главе Республики Башкортостан»
271;Башкортостан Республика;Уфа;Уфимский государственный авиационный технический университет;+73472737927;http://www.ugatu.su;office@ugatu.su;13035;69.63;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный авиационный технический университет»
272;Башкортостан Республика;Уфа;Уфимский государственный нефтяной технический университет;+73472420370;http://www.rusoil.net;info@rusoil.net;15729;76.1;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет»
273;Башкортостан Республика;Уфа;Башкирский государственный университет;+73472726370;http://www.bashedu.ru;rector@bsunet.ru;14804;68.71;Федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный университет»
274;Башкортостан Республика;Уфа;Башкирский государственный педагогический университет им. М. Акмуллы;+73472725805;http://www.bspu.ru;office@bspu.ru;9912;65.08;Федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный педагогический университет им. М. Акмуллы»
275;Башкортостан Республика;Уфа;Башкирский государственный аграрный университет;+73472280719;http://www.bsau.ru;bgau@ufanet.ru;7815;60.77;Федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный аграрный университет»
276;Башкортостан Республика;Уфа;Уральский государственный университет физической культуры — филиал в г. Уфа;+73472739569;http://www.bifk.ru;bifk@yandex.ru;874;65.71;Башкирский институт физической культуры (филиал) Федерального государственного бюджетного образовательного учреждения высшего образования «Уральский государственный университет физической культуры»
277;Башкортостан Республика;Уфа;Башкирский государственный медицинский университет;+73472724173;http://www.bashgmu.ru;rectorat@bashgmu.ru;7673;74.81;Федеральное государственное бюджетное образовательное учреждение высшего образования «Башкирский государственный медицинский университет» Министерства здравоохранения Российской Федерации
278;Башкортостан Республика;Уфа;Восточная экономико-юридическая гуманитарная академия;+73472374720;http://www.vegu.ru;cpk.kco@vegu.ru;4896;;Частное образовательное учреждение высшего образования «Восточная экономико-юридическая гуманитарная академия»
279;Башкортостан Республика;Уфа;Уфимский государственный институт искусств им. З. Исмагилова;+73472724983;http://ufaart.ru;rector@ufaart.ru;666;71.24;Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный институт искусств имени Загира Исмагилова»
280;Башкортостан Республика;Уфа;Российский университет кооперации — филиал в г. Уфа;+73472745236;http://www.ufa.ruc.su;ruc.ufa@mail.ru;1064;;Башкирский кооперативный институт (филиал) автономной некоммерческой образовательной организации высшего образования Центросоюза Российской Федерации «Российский университет кооперации»
281;Башкортостан Республика;Уфа;Финансовый университет при Правительстве РФ — филиал в г. Уфа;+73472510823;http://www.old.fa.ru/fil/ufa/about/Pages/default.aspx;ufa@fa.ru;1809;82.99;Уфимский филиал федерального государственного образовательного бюджетного учреждения высшего образования «Финансовый университет при Правительстве Российской Федерации»
282;Башкортостан Республика;Уфа;Уфимский юридический институт МВД РФ;+73742549557;http://уюи.мвд.рф;ufali@mvd.ru;;;Федеральное государственное казенное  образовательное учреждение высшего образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»
